name_auction	link	serial_number	sold_price	sold_date	location
2002 IVECO 150E18	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4036231&LP=TRK	VIN #ZCFA1LD1102370813	11.500	12-12-2012 2:52:	Italie
1994 IVECO 150E18	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4036241&LP=TRK	VIN #ZCFA1LD000B005509	4.000	12-12-2012 2:59:	Italie
1998 IVECO 150E23	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5517105&LP=TRK	VIN #ZCFA1LG0002266705	10.000	13-10-2014 13:56:	Italie
1996 IVECO 160-17	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5060009&LP=TRK	VIN #WJMD1NBSM09022988	2.900	28-3-2014 4:41:	Verenigde Arabische Emirate
2002 IVECO 170E23	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5503722&LP=TRK	VIN #ZCFA1RGH00B023085	5.402	29-9-2014 5:20:	Verenigde Arabische Emirate
1991 IVECO 175-24	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5021217&LP=TRK	VIN #ZCFA1SHH001145652	7.500	14-3-2014 8:45:	Italie
1991 IVECO 175-24	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4482883&LP=TRK	VIN #ZCFA1SHH001122063	2.750	11-7-2013 9:59:	Italie
1988 IVECO 175-24	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4482885&LP=TRK	VIN #ZCFM1SHH001126381	5.500	11-7-2013 9:59:	Italie
1983 IVECO 175-24	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5304957&LP=TRK	VIN #ZCFA1SHH001125156	4.500	10-7-2014 8:01:	Italie
1984 IVECO 180-26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4482957&LP=TRK	VIN #ZCFA1TLH001003449	3.750	11-7-2013 9:59:	Italie
2005 IVECO 180E21	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393623&LP=TRK	VIN #ZCFA1TF020Z445837	4.676	31-5-2013 8:33:	Groot-Brittannie
2005 IVECO 180E21	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393625&LP=TRK	VIN #2445836	4.676	31-5-2013 8:34:	Groot-Brittannie
2005 IVECO 180E21	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393621&LP=TRK	VIN #2445835	4.092	31-5-2013 8:33:	Groot-Brittannie
2001 IVECO 180E23	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4930257&LP=TRK	VIN #94981	3.641	7-2-2014 3:51:	Groot-Brittannie
2001 IVECO 180E23	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4028131&LP=TRK		1.543	14-12-2012 3:15:	Groot-Brittannie
2000 IVECO 180E23	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4812221&LP=TRK	VIN #SBCA1RGH002348121	3.605	6-12-2013 7:50:	Groot-Brittannie
2000 IVECO 180E23	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4812253&LP=TRK	VIN #SBCA1RGH002326605	3.605	6-12-2013 7:50:	Groot-Brittannie
2005 IVECO 180E24	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4584719&LP=TRK	VIN #ZCFA1TJ0202456455	10.463	3-9-2013 2:47:	Groot-Brittannie
2005 IVECO 180E24	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5432459&LP=TRK	VIN #ZCFA1TJ0202461079	3.455	4-9-2014 10:43:	Groot-Brittannie
2004 IVECO 180E24	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4584721&LP=TRK	VIN #ZCFA1TJ0202425940	10.463	3-9-2013 2:50:	Groot-Brittannie
2004 IVECO 180E24	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5084665&LP=TRK		3.331	11-4-2014 3:19:	Groot-Brittannie
2003 IVECO 180E24	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5214907&LP=TRK	VIN #ZCFAITJ0102398778	4.935	2-6-2014 3:49:	Groot-Brittannie
2003 IVECO 180E24	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5214933&LP=TRK	VIN #ZCFA1TJ0102408714	3.084	2-6-2014 3:48:	Groot-Brittannie
2003 IVECO 180E24	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5432453&LP=TRK	VIN #ZCFA1TJ012408714	3.140	5-9-2014 6:15:	Groot-Brittannie
2002 IVECO 180E24	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4297401&LP=TRK	Stk #R052RJZ	4.686	17-4-2013 7:51:	Groot-Brittannie
2002 IVECO 180E24	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4584717&LP=TRK	VIN #3414512	1.744	3-9-2013 2:44:	Groot-Brittannie
2007 IVECO 180E25	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5399913&LP=TRK		9.573	15-8-2014 9:57:	Groot-Brittannie
1981 IVECO 190-20	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4234401&LP=TRK	VIN #4900038312	3.250	20-3-2013 9:56:	Frankrijk
1997 IVECO 190-26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4794021&LP=TRK	VIN #1902601	5.987	25-11-2013 3:31:	Verenigde Arabische Emirate
1992 IVECO 190-26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4427611&LP=TRK	Stk #ZCFA1VLJ004131623	14.000	18-6-2013 7:28:	Frankrijk
1992 IVECO 190-26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5018643&LP=TRK	VIN #ZCFA1VLJ004118087	8.500	14-3-2014 8:24:	Italie
1992 IVECO 190-26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4410291&LP=TRK	VIN #ZCFA1VLJ004138017	6.000	10-6-2013 10:32:	Spanje
1991 IVECO 190-26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4029047&LP=TRK	VIN #ZCFA1VLJ004101867	9.500	11-12-2012 9:35:	Italie
1989 IVECO 190-26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5121587&LP=TRK	VIN #ZCFA1VLJ004083787	15.500	24-4-2014 7:19:	Frankrijk
1989 IVECO 190-26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4803945&LP=TRK	VIN #ZCFA1VLJ004078646	11.500	3-12-2013 7:34:	Frankrijk
1989 IVECO 190-26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4028163&LP=TRK	VIN #ZCFA1VLJ004083478	9.000	7-12-2012 4:10:	Frankrijk
1987 IVECO 190-26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4482897&LP=TRK	VIN #ZCFA1VLJ004048952	8.000	11-7-2013 9:59:	Italie
1989 IVECO 190-36	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4028725&LP=TRK	VIN #ZCFA1VPJ004081674	7.500	11-12-2012 9:07:	Italie
1988 IVECO 190-36	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4028729&LP=TRK	VIN #ZCFA1VPJ004078322	7.500	11-12-2012 9:07:	Italie
1988 IVECO 190-36	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5167041&LP=TRK		7.000	13-5-2014 6:22:	Italie
1991 IVECO 190-38	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4036213&LP=TRK	VIN #ZCFM1VPJ001178767	7.000	12-12-2012 2:35:	Italie
1985 IVECO 190-38	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4349155&LP=TRK	Stk #ZCFA1VRH001129067	3.000	9-5-2013 8:08:	Italie
1990 IVECO 190-42	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4482875&LP=TRK	VIN #ZCFA1VSH001162419	9.000	11-7-2013 9:59:	Italie
1993 IVECO 190E27	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5301145&LP=TRK	VIN #ZCFA1VLK004151702	6.000	4-7-2014 2:39:	Nederland
2003 IVECO 190E40	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4202011&LP=TRK	VIN #WJMM1VRP004250147	18.000	7-3-2013 8:24:	Italie
2002 IVECO 220	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465097&LP=TRK		2.139	15-9-2014 2:38:	Groot-Brittannie
1991 IVECO 240-36	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4034275&LP=TRK	VIN #ZCFE2JPH004113878	9.000	11-12-2012 9:46:	Italie
1995 IVECO 240E38	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4202227&LP=TRK	VIN #WJME2JRJ004169974	11.500	7-3-2013 8:24:	Italie
1990 IVECO 260-25	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5228795&LP=TRK	VIN #WJME2NJSM04109541	8.500	5-6-2014 8:38:	Spanje
2001 IVECO 260E27	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5529967&LP=TRK	VIN #748238	3.506	7-10-2014 5:02:	Northern Ireland, Groot-Brittannie
2006 IVECO 260E28	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5084387&LP=TRK		9.692	11-4-2014 3:11:	Groot-Brittannie
2005 IVECO 260E28	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932677&LP=TRK		12.743	7-2-2014 3:34:	Groot-Brittannie
2005 IVECO 260E28	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4584543&LP=TRK	VIN #SF55DLX	7.266	2-9-2013 10:40:	Groot-Brittannie
2005 IVECO 260E28	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5214805&LP=TRK	VIN #ZCFE2NM0202447089	7.095	2-6-2014 3:41:	Groot-Brittannie
2004 IVECO 260E28	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4713437&LP=TRK		2.358	29-10-2013 6:34:	Groot-Brittannie
2003 IVECO 260E28	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5301141&LP=TRK	VIN #ZCFE2NM0102384971	5.000	4-7-2014 2:39:	Nederland
2003 IVECO 260E31	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393611&LP=TRK	VIN #WJMEZNN500C095669	8.184	31-5-2013 8:24:	Groot-Brittannie
1999 IVECO 260E34	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5125869&LP=TRK	VIN #WJME2JPJ00C058137	13.500	24-4-2014 4:58:	Frankrijk
2000 IVECO 260E35	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4201697&LP=TRK	VIN #WJME2NPT10C077144	14.000	7-3-2013 8:06:	Italie
2011 IVECO 260E42H	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4034029&LP=TRK	VIN #WJME2NSH004141487	75.000	11-12-2012 8:38:	Italie
2003 IVECO 300-30AHB	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417043&LP=TRK	Stk #WJME2NN0004262927	9.000	14-6-2013 2:43:	Nederland
1989 IVECO 330-26	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4849415&LP=TRK	VIN #33026P4904080315	7.500	24-12-2013 3:47:	Italie
1991 IVECO 330-30	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5011697&LP=TRK	VIN #WJMF3GMS004115820	13.500	13-3-2014 5:01:	Spanje
1990 IVECO 330-30	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4853995&LP=TRK	VIN #WJME3GMS004101088	9.000	27-12-2013 8:46:	Italie
1989 IVECO 330-30	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5087599&LP=TRK	VIN #WJME3GMS009000880	6.000	8-4-2014 7:43:	Italie
1988 IVECO 330-30	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4028661&LP=TRK	VIN #WJME3GMS004074323	13.000	11-12-2012 9:03:	Italie
1988 IVECO 330-30	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5018029&LP=TRK	VIN #WJME3GMS009000167	10.000	14-3-2014 8:18:	Italie
1988 IVECO 330-30	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4482209&LP=TRK	VIN #WJME3GMS004050084	8.000	11-7-2013 9:48:	Italie
1992 IVECO 330-30HW	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236593&LP=TRK	VIN #WJME3GMS004114787	14.000	21-3-2013 6:49:	Spanje
1993 IVECO 330-36	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4482287&LP=TRK	VIN #WJME3GPT004144866	16.000	11-7-2013 9:48:	Italie
2006 IVECO 340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4465617&LP=TRK	VIN #WJMJ3PS10C098053	9.226	2-7-2013 5:08:	Verenigde Arabische Emirate
2004 IVECO 360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236457&LP=TRK	VIN #WJMF3TPU00C126856	49.000	21-3-2013 6:12:	Spanje
2001 IVECO 360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236465&LP=TRK	VIN #WJMF3TPU00C089166	39.000	21-3-2013 6:13:	Spanje
1999 IVECO 380-30	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5056327&LP=TRK	VIN #WJMG3GMS009027248	7.611	27-3-2014 1:58:	Verenigde Arabische Emirate
1997 IVECO 380-30	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5056329&LP=TRK	VIN #WJMG3GMS009023662	6.524	27-3-2014 1:59:	Verenigde Arabische Emirate
1994 IVECO 380-30	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4381727&LP=TRK	VIN #WJM3GMS009018806	14.024	24-5-2013 7:20:	Verenigde Arabische Emirate
1994 IVECO 380-30	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4381751&LP=TRK	VIN #WJM3GMS009018805	14.024	24-5-2013 7:37:	Verenigde Arabische Emirate
1994 IVECO 380-30	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4381765&LP=TRK	VIN #WJM3GMS009018706	11.687	24-5-2013 7:42:	Verenigde Arabische Emirate
1994 IVECO 380-30	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4379089&LP=TRK	VIN #WJMG3GMS009017558	6.233	23-5-2013 9:30:	Verenigde Arabische Emirate
1992 IVECO 380-30	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4462703&LP=TRK	VIN #WJMG3GMS009011493	6.150	2-7-2013 2:25:	Verenigde Arabische Emirate
1998 IVECO 380E38	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4201931&LP=TRK	VIN #WJME3TPT00C042769	22.000	7-3-2013 8:24:	Italie
2007 IVECO 410E37	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4026219&LP=TRK	VIN #WJMJ3JSS40C179638	25.000	6-12-2012 9:03:	Frankrijk
1994 IVECO 440E34	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4424569&LP=TRK	Stk #WJMM1VPM00C002833	5.000	18-6-2013 2:34:	Frankrijk
2005 IVECO 450ET	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4236417&LP=TRK	VIN #WJMJ4CSS00C147345	42.500	21-3-2013 6:06:	Spanje
1999 IVECO 5912	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4028867&LP=TRK	VIN #ZCFC5980102282863	5.000	11-12-2012 9:29:	Italie
1995 IVECO 5912	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5466385&LP=TRK	Stk #ZCFC5980005041499	5.000	9-10-2014 2:56:	Spanje
1993 IVECO 5912	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4029039&LP=TRK	VIN #ZCFC5980002075871	4.500	11-12-2012 9:35:	Italie
1980 IVECO CC150E25	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5496568&LP=TRK	VIN #001306	4.500	26-9-2014 4:31:	Nederland
1980 IVECO CC150E25	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5496570&LP=TRK	VIN #001304	4.500	26-9-2014 4:31:	Nederland
2001 IVECO CURSOR 220	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4424695&LP=TRK	Stk #WJME2NN0004236238	11.000	18-6-2013 2:55:	Frankrijk
2001 IVECO CURSOR 220	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4662692&LP=TRK	VIN #WJME2NN0004236238	6.000	8-10-2013 5:27:	Frankrijk
2002 IVECO CURSOR 260	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5156197&LP=TRK	VIN #P0004246729	8.500	9-5-2014 8:39:	Duitsland
2000 IVECO CURSOR 270	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5005255&LP=TRK	VIN #9003701	2.733	7-3-2014 10:55:	Groot-Brittannie
1999 IVECO CURSOR 270	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4662650&LP=TRK	VIN #WJMA1VM0004211736	2.750	8-10-2013 3:48:	Frankrijk
2000 IVECO CURSOR 350	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4234151&LP=TRK	VIN #WJMJ3JPS10C071407	11.000	20-3-2013 8:58:	Frankrijk
1999 IVECO CURSOR 350	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4234465&LP=TRK	VIN #WJMA1VP0004211454	6.000	20-3-2013 10:09:	Frankrijk
2004 IVECO DAILY 29L12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5308755&LP=TRK	VIN #ZCFC2980005456278	2.000	10-7-2014 8:37:	Italie
2001 IVECO DAILY 35-8	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417039&LP=TRK	Stk #ZCFC3562005335556	8.000	14-6-2013 2:43:	Nederland
1999 IVECO DAILY 35-8	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4207107&LP=TRK	VIN #ZCFC3561005192917	2.750	8-3-2013 3:52:	Italie
1998 IVECO DAILY 35-8	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5255175&LP=TRK	VIN #ZCFC356100D068585	6.000	23-6-2014 5:08:	Frankrijk
1995 IVECO DAILY 35-8	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5022239&LP=TRK	VIN #ZCFC3550105058102	8.000	14-3-2014 9:07:	Italie
1992 IVECO DAILY 35-8	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4482355&LP=TRK	VIN #ZCFC3550105958470	1.750	11-7-2013 10:07:	Italie
1986 IVECO DAILY 35-8	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5168849&LP=TRK	VIN #ZCFC3550002429724	3.500	13-5-2014 6:55:	Italie
1997 IVECO DAILY 35-10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5022365&LP=TRK	VIN #ZCFC3570105137834	3.250	14-3-2014 9:21:	Italie
1996 IVECO DAILY 35-10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5168825&LP=TRK	VIN #ZCFC3570002179542	5.500	13-5-2014 6:44:	Italie
1996 IVECO DAILY 35-10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5308873&LP=TRK	VIN #ZCFC3570005095929	1.750	11-7-2014 2:20:	Italie
1988 IVECO DAILY 35-10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417527&LP=TRK	VIN #ZCFC3550002457351	1.500	11-6-2013 8:35:	Spanje
1979 IVECO DAILY 35-10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4482985&LP=TRK	VIN #010815	2.500	11-7-2013 10:10:	Italie
2005 IVECO DAILY 35C9	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417543&LP=TRK	VIN #ZCFC3563105547477	4.000	11-6-2013 8:41:	Spanje
2009 IVECO DAILY 35C10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4482361&LP=TRK	VIN #ZCFC3576005788588	14.000	11-7-2013 10:08:	Italie
2008 IVECO DAILY 35C10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4342185&LP=TRK	VIN #ZCFC3576005688605	11.000	9-5-2013 9:34:	Italie
2007 IVECO DAILY 35C10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5022299&LP=TRK	VIN #ZCFC3576005690013	10.000	14-3-2014 9:09:	Italie
2007 IVECO DAILY 35C10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5022315&LP=TRK	VIN #ZCFC3576005636531	8.500	14-3-2014 9:09:	Italie
2006 IVECO DAILY 35C10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5168837&LP=TRK	VIN #ZCFC03574005593915	8.000	13-5-2014 6:49:	Italie
2006 IVECO DAILY 35C10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4342187&LP=TRK	VIN #ZCFC3574005615347	6.500	9-5-2013 9:34:	Italie
2006 IVECO DAILY 35C10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5500562&LP=TRK	VIN #ZCFC3574005602917	5.500	26-9-2014 7:09:	Nederland
2005 IVECO DAILY 35C10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297651&LP=TRK	VIN #ZCFC357400D290765	4.500	4-7-2014 4:03:	Nederland
2002 IVECO DAILY 35C11	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4342573&LP=TRK	VIN #ZCFC3572005405881	9.500	9-5-2013 9:46:	Italie
2002 IVECO DAILY 35C11	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4805941&LP=TRK	VIN #ZCFC357200D194453	2.500	10-12-2013 10:13:	Spanje
2002 IVECO DAILY 35C11	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4859917&LP=TRK	VIN #ZCFC3572005362151	1.750	31-12-2013 7:04:	Italie
2001 IVECO DAILY 35C11	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4342337&LP=TRK	VIN #ZCFC357200D165040	4.500	9-5-2013 9:34:	Italie
2001 IVECO DAILY 35C11	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4342179&LP=TRK	VIN #ZCFC3572005324321	4.500	9-5-2013 9:34:	Italie
2000 IVECO DAILY 35C11	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5308747&LP=TRK	VIN #ZCFC3572005254081	3.500	10-7-2014 8:37:	Italie
2008 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4240707&LP=TRK	VIN #ZCFC3584005727477	7.000	22-3-2013 8:48:	Spanje
2007 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5500554&LP=TRK	VIN #WDB9061531N322479	7.000	26-9-2014 7:09:	Nederland
2007 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297479&LP=TRK	VIN #ZCFC3584005713310	6.000	4-7-2014 3:55:	Nederland
2007 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297483&LP=TRK	VIN #ZCFC3584005651013	6.000	4-7-2014 3:55:	Nederland
2007 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417535&LP=TRK	VIN #ZCFC358400D33666452	4.250	11-6-2013 8:38:	Spanje
2006 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5087339&LP=TRK	VIN #ZCFC3582005584671	7.500	8-4-2014 6:09:	Italie
2006 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4342611&LP=TRK	VIN #ZCFC358200D286336	7.000	9-5-2013 9:47:	Italie
2006 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5500560&LP=TRK	VIN #ZCFC3582005603484	7.000	26-9-2014 7:09:	Nederland
2006 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297489&LP=TRK	VIN #ZCFC3582005597329	6.500	4-7-2014 3:55:	Nederland
2006 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297491&LP=TRK	VIN #ZCFC358200D319729	6.500	4-7-2014 3:55:	Nederland
2006 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5308749&LP=TRK	VIN #ZCFC358200D321334	5.500	10-7-2014 8:37:	Italie
2006 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5308751&LP=TRK	VIN #ZCFC3582005604325	5.500	10-7-2014 8:37:	Italie
2006 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5308765&LP=TRK	VIN #ZCFC3582005604329	5.000	10-7-2014 8:38:	Italie
2006 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5308743&LP=TRK	VIN #ZCFC3582005598828	4.000	10-7-2014 8:37:	Italie
2005 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5087341&LP=TRK	VIN #ZCFC3582005562045	6.000	8-4-2014 6:09:	Italie
2005 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417539&LP=TRK	VIN #ZCFC358200D227769	6.000	11-6-2013 8:39:	Spanje
2005 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5008617&LP=TRK	VIN #ZCFC358200D266693	4.500	13-3-2014 5:06:	Spanje
2005 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297495&LP=TRK	VIN #ZCFC358200D280955	4.250	4-7-2014 3:55:	Nederland
2004 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4417547&LP=TRK	VIN #ZCFC358200D227917	6.000	11-6-2013 8:42:	Spanje
2004 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4240791&LP=TRK	VIN #ZCFC3582005522462	4.500	22-3-2013 9:17:	Spanje
2003 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4482989&LP=TRK	VIN #ZCFC3582005422254	4.000	11-7-2013 10:10:	Italie
2003 IVECO DAILY 35C12	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5308767&LP=TRK	VIN #ZCFC3572005441734	2.750	10-7-2014 8:38:	Italie
2006 IVECO DAILY 35C12HPI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5308745&LP=TRK	VIN #ZCFC3582005598569	4.000	10-7-2014 8:37:	Italie
2005 IVECO DAILY 35C12HPI	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5399153&LP=TRK		3.968	15-8-2014 3:06:	Groot-Brittannie
2003 IVECO DAILY 35C13	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4437203&LP=TRK	VIN #ZCFC3591005439081	1.000	20-6-2013 9:28:	Portugal
2006 IVECO DAILY 35C14	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4437201&LP=TRK	VIN #ZCFC35A2005598123	2.250	20-6-2013 9:28:	Portugal
2009 IVECO DAILY 35C15	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5163903&LP=TRK	VIN #ZCFC35A38A5806512	21.000	9-5-2014 5:11:	Nederland
2009 IVECO DAILY 35C15	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4437197&LP=TRK	VIN #ZCFC35A8005779270	7.000	20-6-2013 9:20:	Portugal
2007 IVECO DAILY 35C15	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4437199&LP=TRK	VIN #ZCFC35A8005652026	4.750	20-6-2013 9:23:	Portugal
1997 IVECO DAILY 35E10	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465679&LP=TRK		2.750	19-9-2014 1:23:	Spanje
