2014 A BROS GF3-40,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9973191&LP=MAT,1403020072,,3.500,9-5-2014 2:36:00
2014 A BROS GF3-40,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9973193&LP=MAT,1403020071,,3.500,9-5-2014 2:36:00
2014 A BROS GF3-40,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9973185&LP=MAT,1403020068,,3.500,9-5-2014 2:36:00
2014 A BROS GF3-40,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9973195&LP=MAT,1403020070,,2.500,9-5-2014 2:36:00
2014 A BROS GF3-40,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9973199&LP=MAT,1403020067,,2.500,9-5-2014 2:36:00
2014 A BROS GF3-40,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9973211&LP=MAT,1403020073,,2.500,9-5-2014 2:36:00
A BROS GF3-40,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9973189&LP=MAT,1403020074,,3.500,9-5-2014 2:36:00
1978 ABG 128,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9304767&LP=MAT,128269,5.831,3.000,13-6-2013 5:55:00
1989 ABG TITAN 255,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308493&LP=MAT,25503326,12.569,5.000,13-6-2013 9:59:00
1997 ABM BELONE 900,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9123961&LP=MAT,971106003461,,1.000,21-3-2013 8:39:00
1997 ABM BELONE 900,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9123963&LP=MAT,970306003350,,1.000,21-3-2013 8:39:00
AGGREKO 100 KVA,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9821267&LP=MAT,P124315,,3.500,28-2-2014 3:41:00
2005 AGRIA TH15.16,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9498143&LP=MAT,2031A,4.114,7.000,26-9-2013 4:07:00
1996 AHLMANN AL70,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9117509&LP=MAT,W09L07016TBA08925,6.810,7.500,21-3-2013 5:40:00
1993 AHLMANN AS4,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9821351&LP=MAT,WO9S04004PBA08817,5.452,5.500,27-2-2014 4:32:00
1996 AHLMANN AS6,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10102227&LP=MAT,W09S06010TBA08942,14.002,9.000,3-7-2014 9:05:00
1995 AHLMANN AS6,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9967813&LP=MAT,W09S06001SBA08890,8.445,6.500,8-5-2014 4:56:00
1986 AHLMANN AS7C,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9115261&LP=MAT,13331010,10.810,4.000,21-3-2013 5:40:00
1998 AHLMANN AS14,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9303707&LP=MAT,W09S14005WBA08551,,7.500,13-6-2013 4:19:00
1997 AHLMANN AS14,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9303711&LP=MAT,W09S14011VBA08518,,7.500,13-6-2013 4:19:00
AHLMANN AZ9,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9494459&LP=MAT,150210100,,3.250,26-9-2013 4:16:00
1993 AHLMANN AZ10,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9115255&LP=MAT,W09S10002PBA08815,10.408,6.500,21-3-2013 5:40:00
1991 AHLMANN AZ10,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9303719&LP=MAT,2331210,15.429,5.000,13-6-2013 4:20:00
1998 AHLMANN AZ14,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9967807&LP=MAT,W09S14002WBA08563,541,8.500,8-5-2014 4:56:00
1998 AHLMANN AZ14,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10102209&LP=MAT,W09S14003WBA08580,,8.500,3-7-2014 9:05:00
1996 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9512807&LP=MAT,641060,,1.750,30-9-2013 4:13:00
1996 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308437&LP=MAT,640915,,1.300,13-6-2013 7:11:00
1996 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308443&LP=MAT,641060,,1.300,13-6-2013 7:11:00
1996 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308447&LP=MAT,640940,,1.300,13-6-2013 7:12:00
1996 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308449&LP=MAT,640925,,1.300,13-6-2013 7:12:00
1996 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308451&LP=MAT,641065,,1.300,13-6-2013 7:13:00
1996 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308465&LP=MAT,640555,,1.250,13-6-2013 7:17:00
1996 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308405&LP=MAT,651555,9.304,1.100,13-6-2013 7:07:00
1996 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308429&LP=MAT,641017,,1.100,13-6-2013 7:08:00
1996 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308431&LP=MAT,641062,,1.100,13-6-2013 7:09:00
1996 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308433&LP=MAT,641080,,1.100,13-6-2013 7:09:00
1996 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308435&LP=MAT,641077,,1.100,13-6-2013 7:10:00
1995 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308457&LP=MAT,343170,,1.250,13-6-2013 7:14:00
1995 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308459&LP=MAT,644397,8.761,1.250,13-6-2013 7:14:00
1992 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9308463&LP=MAT,651542,8.781,1.250,13-6-2013 7:15:00
1992 AICHI RV041,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9305209&LP=MAT,338196,5.020,1.250,13-6-2013 6:22:00
1997 AICHI SR123,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9307855&LP=MAT,652321,9.897,8.000,13-6-2013 6:49:00
2006 AIRO SF1200D,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10267860&LP=MAT,SF0606273,824,4.000,26-9-2014 9:00:00
1972 ALLIS-CHALMERS M65,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9304151&LP=MAT,91U00297,1.275,7.000,13-6-2013 5:23:00
ALLIS-CHALMERS M65,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9966981&LP=MAT,91U00452,7.492,5.750,8-5-2014 5:21:00
2001 ALVIS STALWART FV432,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9824443&LP=MAT,,,5.000,4-3-2014 2:22:00
2000 AMMANN AV12,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9305057&LP=MAT,TFAAV12EYX0001298,,3.500,13-6-2013 6:22:00
2003 AMMANN AV12E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9305115&LP=MAT,TFAAV12EY30005956,2.286,3.500,13-6-2013 6:22:00
2005 AMMANN AV16,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9119885&LP=MAT,TFAAV16EY50006520,1.017,4.500,21-3-2013 9:31:00
2005 AMMANN AV20E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10098995&LP=MAT,TFAAV20EY50006283,,3.500,3-7-2014 9:51:00
2001 AMMANN AV23,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9819443&LP=MAT,,1.014,5.000,28-2-2014 4:02:00
2007 AMMANN AV23-2,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266606&LP=MAT,TFAAV23E70021386,,6.250,26-9-2014 2:08:00
2006 AMMANN AV23-2,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266608&LP=MAT,TFAAV23EY60020203,1.042,5.500,26-9-2014 2:08:00
2001 AMMANN AV23E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9119867&LP=MAT,TFAAV23EY10002576,1.756,4.000,21-3-2013 9:31:00
2000 AMMANN AV23E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266636&LP=MAT,TFAAV23EYY0002333,1.766,3.000,26-9-2014 2:08:00
AMMANN AV23E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9119831&LP=MAT,TFAAV23EY10002877,2.106,4.500,22-3-2013 2:19:00
2005 AMMANN AV26,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9819437&LP=MAT,,680,6.000,28-2-2014 4:02:00
2001 AMMANN AV26,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9819439&LP=MAT,,1.005,5.000,28-2-2014 4:02:00
2006 AMMANN AV26-2,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9119781&LP=MAT,TFAAV26EY60020307,529,9.000,21-3-2013 9:31:00
2006 AMMANN AV26-2,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9975945&LP=MAT,TFAAV26EY60020036,931,7.000,9-5-2014 2:29:00
2006 AMMANN AV26-2,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266562&LP=MAT,TFAAV26EY60020382,796,5.750,26-9-2014 2:08:00
2005 AMMANN AV26-2,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10098967&LP=MAT,TFAAV26EY50004435,,6.000,3-7-2014 9:51:00
2005 AMMANN AV26-2,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10098971&LP=MAT,TFAV26FEY5004402,,6.000,3-7-2014 9:51:00
2004 AMMANN AV26-2,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10098987&LP=MAT,TFAAV26EY40004027,,6.000,3-7-2014 9:51:00
2002 AMMANN AV26-2,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10098991&LP=MAT,3133,,4.000,3-7-2014 9:51:00
2001 AMMANN AV26-2,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10098993&LP=MAT,TFAAV26EY10002691,,4.000,3-7-2014 9:51:00
AMMANN AV26-2,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9119821&LP=MAT,TFAAV26EYX001421,,5.000,21-3-2013 9:31:00
2004 AMMANN AV26E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10098989&LP=MAT,TFAAV26EY40003806,,4.250,3-7-2014 9:51:00
2004 AMMANN AV26E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266566&LP=MAT,TFAAV26EY40003695,791,4.250,26-9-2014 2:08:00
2004 AMMANN AV26E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9304899&LP=MAT,TFAAV26EY40004005,3.090,4.000,13-6-2013 5:58:00
2004 AMMANN AV26E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9304907&LP=MAT,TFAAV26EY40004004,2.610,4.000,13-6-2013 5:58:00
2003 AMMANN AV26E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266572&LP=MAT,TFAAV26EY30003569,1.835,4.000,26-9-2014 2:08:00
2002 AMMANN AV26E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9494141&LP=MAT,TFAAV26EY20003025,1.401,4.250,26-9-2013 8:09:00
2002 AMMANN AV26E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266584&LP=MAT,TFAAV26EY20002916,1.395,3.750,26-9-2014 2:08:00
2001 AMMANN AV26E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266600&LP=MAT,TFAAV26EY10002503,2.371,3.500,26-9-2014 2:08:00
2001 AMMANN AV26E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266602&LP=MAT,TFAAV26EY10002536,,3.500,26-9-2014 2:08:00
2000 AMMANN AV26E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9975947&LP=MAT,TFAAV26EYY0002393,630,3.750,9-5-2014 2:29:00
AMMANN AV33,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9494203&LP=MAT,TFAAV33059000130,,3.500,26-9-2013 8:09:00
2004 AMMANN AV33E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10266610&LP=MAT,TFAAV23EY40003814,575,4.000,26-9-2014 2:08:00
2004 AMMANN AV40E,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=10098965&LP=MAT,TFAAV40EY40003808,,5.500,3-7-2014 9:51:00
2001 AMMANN AV75N,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9978185&LP=MAT,TFAAV75NY10000622,9.057,7.000,9-5-2014 3:15:00
1998 AMMANN AV95,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9494123&LP=MAT,TFAAV95NDV0000236,,7.000,26-9-2013 7:25:00
1991 AMMANN DTV213,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9974141&LP=MAT,20899,,1.250,9-5-2014 2:37:00
1980 ATLAS 1202D,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9498199&LP=MAT,123M22021,,2.750,26-9-2013 10:02:00
1993 ATLAS 1304,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9494591&LP=MAT,136M39655,15.552,5.000,26-9-2013 10:02:00
1994 ATLAS 1404,http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=9494579&LP=MAT,141M41248,12.423,9.000,26-9-2013 9:57:00
