http://hosted.ap.org/dynamic/stories/U/US_STUDENT_HANDS_OUT_CASH?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2015-05-29-13-24-50	Ohio 13-year-old charged with taking $25,000 from grandfather, giving classmates $100 bills: apne.ws/1I1s0c1 #odd
http://blogs.wsj.com/economics/2015/05/27/u-s-pay-inequality-is-growing-more-between-firms-than-within-them-paper-says/?utm_content=buffer290a1&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer&mg=blogs-wsj&url=http%253A%252F%252Fblogs.wsj.com%252Feconomics%252F2015%252F05%252F27%252Fu-s-pay-inequality-is-growing-more-between-firms-than-within-them-paper-says%253Futm_content%253Dbuffer290a1%2526utm_medium%253Dsocial%2526utm_source%253Dtwitter.com%2526utm_campaign%253Dbuffer	Why the income gap is rising: well-paying firms are pulling away from low-wage companies on.wsj.com/1AzhEjN pic.twitter.com/4ezfAYW2U3
http://www.newsgram.com/reel-life-krishna-stays-spiritual-but-promises-to-stay-away-from-politics/	Reel life Krishna n ex BJP MP Nitish Bharadwaj stays spiritual but will stay away from #politics: #NewsGram Exclusive newsgram.com/reel-life-kris…
http://www.mediaite.com/tv/dan-abrams-hastert-gotcha-prosecution-wouldnt-be-happening-if-he-wasnt-high-profile/	Dan Abrams: Hastert 'Gotcha Prosecution' Wouldn't Be Happening If He Wasn't High-Profile mediaite.com/tv/dan-abrams-… #politics #news #tv
http://www.theshoesnobblog.com/2014/01/things-to-know-about-shoes-part-1-the-first-10.html	Things to know about shoes 1-10: theshoesnobblog.com/2014/01/things…
http://www.technologytell.com/gadgets/159952/two-wrist-wearables-feature-watches-twist/	These two wrist wearables feature watches with a twist by @S_Goodner  technologytell.com/gadgets/159952… >> cool article #wearables
http://www.myshowcase.com	One of my fave brands I sell is making headlines all over the place. Just amazing @AureliaSkincare #skincare #beauty myshowcase.com
http://www.hautetime.com/longines-future-aces-2015-uncovers-raw-talent/65188/	. @Longines Future Aces 2015 Uncovers Raw Talent during #RolandGarros - Full story: bit.ly/1AGDRfH #Longines pic.twitter.com/bjbwuKkeEe
http://technews.doyoustillhateme.com/the-ars-windows-laptop-guide-spring-2015/	The Ars Windows laptop guide: Spring 2015 - goo.gl/SkOqj7 #HP #PC #TechGadgets
http://content.intweetiv.com/view?title=Who+Will+Win+At+The+2015+CFDA+Fashion+Awards&iframe=http://www.forbes.com/sites/bluecarreon/2015/05/31/who-will-win-at-the-2015-cfda-fashion-awards/	Who Will Win At The 2015 CFDA Fashion Awards #fashion bit.ly/1PWwQyi
http://global.ralphlauren.com/en-us/rlmagazine/editorial/summer15/Pages/the-surf-report.aspx?utm_source=social&utm_medium=twitter&utm_campaign=RLMag_SurfReport&utm_content=RLMag_Twitter	#RLMag features two new books that capture the joy of catching a wave. rlauren.co/1SHkKI0 pic.twitter.com/1jlLOPhLra
http://www.saverscene.com.au/mens-clothes/21405-mens-clothes-accessories-sale-until-midnight-jeanswest.html	Men's clothes and accessories on sale until Midnight at Jeanswest goo.gl/fb/FgXK3z #mensclothes
http://www.evanmarckatz.com/blog/sex/you-didnt-lose-the-person-you-thought-you-lost/?utm_source=twitter&utm_medium=social&utm_campaign=DidntLoseWhoYouThought-blog	You Didn’t Lose The Person You Thought You Lost >> bit.ly/didntloseemk #breakups #movingon pic.twitter.com/gFL1GOIrEy
http://www.getrelationshipsright.com/meet-your-right-partner/	Useful #dating tips to help you meet your right #partner. getrelationshipsright.com/meet-your-righ…
http://backgroundhawk.com/questions-to-ask-a-babysitter/	Questions To Ask A Babysitter goo.gl/I12lHQ via @BackgroundHawk #datingadvice #onlinedating pic.twitter.com/daP9xva8a5
http://datesandmates.com/hows-a-dude-to-dress-when-going-out-on-a-date/	How’s a Dude to Dress When Going Out On A Date? #OnlineDating ow.ly/MoUX5
http://www.blogtalkradio.com/im-with-stupid/2015/05/31/the-teacher-let-the-monkeys-out/scrub/0	Ad-Free link to today's IWS Radio! #Graduation2015 #parenting #Advice #Music and more! goo.gl/kmb8AM
http://saracornell.com/love-addict-no-thank-you/	"Occasionally I get a text or email from him." saracornell.com/love-addict-no… #BeBoldNow #HonestlyMe #Relationships
